target_url,branch,agency,bureau,base_domain_pulse,source_list_federal_domains,source_list_pulse,source_list_dap,source_list_omb_idea,source_list_eotw,source_list_usagov,source_list_gov_man,source_list_uscourts,source_list_oira,source_list_other,source_list_mil_1,source_list_mil_2,source_list_dod_public,source_list_dotmil,source_list_final_url_websites,source_list_house_117th,source_list_senate_117th,source_list_gpo_fdlp,source_list_cisa,source_list_dod_2025,source_list_dap_2,source_list_usagov_clicks,source_list_usagov_clicks_mil,source_list_search_gov,source_list_search_gov_mil,source_list_public_inventory,base_domain,top_level_domain,filtered
cehtaskforcestage.niehs.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,nih.gov,gov,true
centralguid-demo.cit.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
citrix.niaid.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,nih.gov,gov,true
cms.csr.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
collaboration.nhlbi.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,nih.gov,gov,true
collaboration.nichd.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,nih.gov,gov,true
collections-uat.wip.nlm.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,nih.gov,gov,true
connect.niaid.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,nih.gov,gov,true
connect.niddk.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,nih.gov,gov,true
connect.niehs.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,nih.gov,gov,true
ctpconsole-stage.nci.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,nih.gov,gov,true
ctpsubmission-stage.nci.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,nih.gov,gov,true
dev-oasrv.ncbi.nlm.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
dev-pubmedgov-vip.ncbi.nlm.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
dev.allofus.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,nih.gov,gov,true
dev.alzped.nia.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,nih.gov,gov,true
dev.drupalcommunity.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,nih.gov,gov,true
dev.hibr.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,nih.gov,gov,true
dev.iadrp.nia.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,nih.gov,gov,true
dev.icarerp.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,nih.gov,gov,true
dev.ncbi.nlm.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
dev.nihlibrary.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
dev.nihms.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
dev.paindatabase.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,nih.gov,gov,true
dialin.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
dnaregistrystage.niehs.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,nih.gov,gov,true
download.nlm.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
download.wip.nlm.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
ecmms-uat.nci.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
egos-demo.od.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
evsrestapi-stage.nci.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,nih.gov,gov,true
extranet.nichd.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,true,false,false,false,false,nih.gov,gov,true
extranet.niddk.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
eyegene-demo.cit.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
