target_url,branch,agency,bureau,source_list_federal_domains
dotideahub.gov,Executive,Department of Transportation,U.S. Department of Transportation Office of the Chief Information Officer,TRUE
ems.gov,Executive,Department of Transportation,National Highway Traffic Safety Administration,TRUE
esc.gov,Executive,Department of Transportation,Federal Aviation Administration,TRUE
faa.gov,Executive,Department of Transportation,Federal Aviation Administration,TRUE
faasafety.gov,Executive,Department of Transportation,Federal Aviation Administration,TRUE
flightrights.gov,Executive,Department of Transportation,U.S. Department of Transportation Office of Aviation Consumer Protection,TRUE
jccbi.gov,Executive,Department of Transportation,Federal Aviation Administration,TRUE
nhtsa.gov,Executive,Department of Transportation,National Highway Traffic Safety Administration,TRUE
protectyourmove.gov,Executive,Department of Transportation,Federal Motor Carrier Safety Administration,TRUE
safecar.gov,Executive,Department of Transportation,U.S. Department of Transportation Office of the Chief Information Officer,TRUE
safeocs.gov,Executive,Department of Transportation,Bureau of Transportation Statistics,TRUE
safercar.gov,Executive,Department of Transportation,National Highway Traffic Safety Administration,TRUE
safertruck.gov,Executive,Department of Transportation,National Highway Traffic Safety Administration,TRUE
sharetheroadsafely.gov,Executive,Department of Transportation,Federal Motor Carrier Safety Administration,TRUE
trafficsafetymarketing.gov,Executive,Department of Transportation,National Highway Traffic Safety Administration,TRUE
transportation.gov,Executive,Department of Transportation,U.S. Department of Transportation,TRUE
reach.gov,Executive,Department of Veterans Affairs,Department of Veterans Affairs - PREVENTS,TRUE
va.gov,Executive,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",TRUE
vaoig.gov,Executive,Department of Veterans Affairs,Inspector General,TRUE
vets.gov,Executive,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",TRUE
vsafe.gov,Executive,Department of Veterans Affairs,Veterans Experience Office,TRUE
eac.gov,Executive,Election Assistance Commission,,TRUE
helpamericavote.gov,Executive,Election Assistance Commission,,TRUE
votebymail.gov,Executive,Election Assistance Commission,,TRUE
vote.gov,Executive,Election Assistance Commission,,TRUE
airknowledge.gov,Executive,Environmental Protection Agency,,TRUE
airnow.gov,Executive,Environmental Protection Agency,,TRUE
cbi-epa.gov,Executive,Environmental Protection Agency,,TRUE
energystar.gov,Executive,Environmental Protection Agency,,TRUE
epa.gov,Executive,Environmental Protection Agency,,TRUE
epaoig.gov,Executive,Environmental Protection Agency,,TRUE
fedcenter.gov,Executive,Environmental Protection Agency,,TRUE
frtr.gov,Executive,Environmental Protection Agency,,TRUE
glnpo.gov,Executive,Environmental Protection Agency,,TRUE
glri.gov,Executive,Environmental Protection Agency,,TRUE
relocatefeds.gov,Executive,Environmental Protection Agency,,TRUE
sustainability.gov,Executive,Environmental Protection Agency,,TRUE
urbanwaters.gov,Executive,Environmental Protection Agency,,TRUE
eeoc.gov,Executive,Equal Employment Opportunity Commission,,TRUE
abd.gov,Executive,Executive Office of the President,White House Office,TRUE
ai.gov,Executive,Executive Office of the President,Office of Science and Technology Policy,TRUE
americabydesign.gov,Executive,Executive Office of the President,White House Office,TRUE
budget.gov,Executive,Executive Office of the President,Office of Management and Budget,TRUE
coronavirus.gov,Executive,Executive Office of the President,White House Office,TRUE
covid.gov,Executive,Executive Office of the President,White House Office,TRUE
covidtest.gov,Executive,Executive Office of the President,White House Office,TRUE
covidtests.gov,Executive,Executive Office of the President,White House Office,TRUE
creators.gov,Executive,Executive Office of the President,White House Office,TRUE
crypto.gov,Executive,Executive Office of the President,White House Office,TRUE
dei.gov,Executive,Executive Office of the President,White House Office,TRUE
deregulation.gov,Executive,Executive Office of the President,Department of Government Efficiency,TRUE
doge.gov,Executive,Executive Office of the President,Department of Government Efficiency,TRUE
earlycareers.gov,Executive,Executive Office of the President,White House Office,TRUE
earmarks.gov,Executive,Executive Office of the President,Office of Management and Budget,TRUE
eop.gov,Executive,Executive Office of the President,Office of Administration,TRUE
fosteringthefuture.gov,Executive,Executive Office of the President,White House Office,TRUE
fosteringthefuturetogether.gov,Executive,Executive Office of the President,White House Office,TRUE
freedom.gov,Executive,Executive Office of the President,White House Office,TRUE
greathealthcare.gov,Executive,Executive Office of the President,White House Office,TRUE
itrd.gov,Executive,Executive Office of the President,Office of Science and Technology Policy,TRUE
maha.gov,Executive,Executive Office of the President,White House Office,TRUE
max.gov,Executive,Executive Office of the President,Office of Management and Budget,TRUE
merrychristmas.gov,Executive,Executive Office of the President,White House Office,TRUE
nano.gov,Executive,Executive Office of the President,Office of Science and Technology Policy,TRUE
nds.gov,Executive,Executive Office of the President,White House Office,TRUE
ndstudio.gov,Executive,Executive Office of the President,White House Office,TRUE
nepa.gov,Executive,Executive Office of the President,Council on Environmental Quality,TRUE
nitrd.gov,Executive,Executive Office of the President,Office of Science and Technology Policy,TRUE
omb.gov,Executive,Executive Office of the President,Office of Management and Budget,TRUE
ondcp.gov,Executive,Executive Office of the President,Office of National Drug Control Policy,TRUE
ostp.gov,Executive,Executive Office of the President,Office of Science and Technology Policy,TRUE
pci.gov,Executive,Executive Office of the President,,TRUE
pitc.gov,Executive,Executive Office of the President,,TRUE
pitctestdomain.gov,Executive,Executive Office of the President,,TRUE
quantum.gov,Executive,Executive Office of the President,Office of Science and Technology Policy,TRUE
realfood.gov,Executive,Executive Office of the President,White House Office,TRUE
safedc.gov,Executive,Executive Office of the President,White House Office,TRUE
saveamerica.gov,Executive,Executive Office of the President,,TRUE
sotu.gov,Executive,Executive Office of the President,White House Office,TRUE
techforce.gov,Executive,Executive Office of the President,,TRUE
transparency.gov,Executive,Executive Office of the President,White House Office,TRUE
trumpcard.gov,Executive,Executive Office of the President,Department of Government Efficiency,TRUE
trumprx.gov,Executive,Executive Office of the President,White House Office,TRUE
usdigitalservice.gov,Executive,Executive Office of the President,Department of Government Efficiency,TRUE
usds.gov,Executive,Executive Office of the President,Department of Government Efficiency,TRUE
ustr.gov,Executive,Executive Office of the President,Office of the United States Trade Representative,TRUE
waste.gov,Executive,Executive Office of the President,White House Office,TRUE
whcs.gov,Executive,Executive Office of the President,,TRUE
whes.gov,Executive,Executive Office of the President,,TRUE
wh.gov,Executive,Executive Office of the President,White House Office,TRUE
whitehouse.gov,Executive,Executive Office of the President,White House Office,TRUE
whms.gov,Executive,Executive Office of the President,,TRUE
why.gov,Executive,Executive Office of the President,White House Office,TRUE
exim.gov,Executive,Export-Import Bank of the United States,,TRUE
fca.gov,Executive,Farm Credit Administration,,TRUE
fcsic.gov,Executive,Farm Credit System Insurance Corporation,,TRUE
accedeainternet.gov,Executive,Federal Communications Commission,,TRUE
acpbenefit.gov,Executive,Federal Communications Commission,,TRUE
broadbandmap.gov,Executive,Federal Communications Commission,,TRUE
fcc.gov,Executive,Federal Communications Commission,,TRUE
getinternet.gov,Executive,Federal Communications Commission,,TRUE
fdicconnect.gov,Executive,Federal Deposit Insurance Corporation,,TRUE
fdic.gov,Executive,Federal Deposit Insurance Corporation,,TRUE
fdicig.gov,Executive,Federal Deposit Insurance Corporation,,TRUE
fdicoig.gov,Executive,Federal Deposit Insurance Corporation,,TRUE
myfdic.gov,Executive,Federal Deposit Insurance Corporation,,TRUE
ofia.gov,Executive,Federal Deposit Insurance Corporation,,TRUE
fec.gov,Executive,Federal Election Commission,,TRUE
ferc.gov,Executive,Federal Energy Regulatory Commission,,TRUE
fhfa.gov,Executive,Federal Housing Finance Agency,,TRUE
fhfaoig.gov,Executive,Federal Housing Finance Agency,Office of Inspector General,TRUE
mortgagetranslations.gov,Executive,Federal Housing Finance Agency,,TRUE
flra.gov,Executive,Federal Labor Relations Authority,,TRUE
fmc.gov,Executive,Federal Maritime Commission,,TRUE
adr.gov,Executive,Federal Mediation and Conciliation Service,,TRUE
fmcs.gov,Executive,Federal Mediation and Conciliation Service,,TRUE
fmshrc.gov,Executive,Federal Mine Safety and Health Review Commission,,TRUE
fpisc.gov,Executive,Federal Permitting Improvement Council,,TRUE
permitting.gov,Executive,Federal Permitting Improvement Council,,TRUE
exploretsp.gov,Executive,Federal Retirement Thrift Investment Board,,TRUE
frtib.gov,Executive,Federal Retirement Thrift Investment Board,,TRUE
frtibtest.gov,Executive,Federal Retirement Thrift Investment Board,,TRUE
tsp.gov,Executive,Federal Retirement Thrift Investment Board,,TRUE
tsptest.gov,Executive,Federal Retirement Thrift Investment Board,,TRUE
alertaenlinea.gov,Executive,Federal Trade Commission,,TRUE
consumer.gov,Executive,Federal Trade Commission,,TRUE
consumersentinel.gov,Executive,Federal Trade Commission,,TRUE
consumidor.gov,Executive,Federal Trade Commission,,TRUE
donotcall.gov,Executive,Federal Trade Commission,,TRUE
dontserveteens.gov,Executive,Federal Trade Commission,,TRUE
econsumer.gov,Executive,Federal Trade Commission,,TRUE
ftc.gov,Executive,Federal Trade Commission,,TRUE
hsr.gov,Executive,Federal Trade Commission,,TRUE
identitytheft.gov,Executive,Federal Trade Commission,,TRUE
militaryconsumer.gov,Executive,Federal Trade Commission,,TRUE
onguardonline.gov,Executive,Federal Trade Commission,,TRUE
robodeidentidad.gov,Executive,Federal Trade Commission,,TRUE
sentinel.gov,Executive,Federal Trade Commission,,TRUE
18f.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
400yaahc.gov,Executive,General Services Administration,400 Years of African American History Commission,TRUE
accessibility.gov,Executive,General Services Administration,Office of GSA IT,TRUE
acquisitiongateway.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
acquisition.gov,Executive,General Services Administration,Office of GSA IT,TRUE
afadvantage.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
benefits.gov,Executive,General Services Administration,,TRUE
businessusa.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
buyamerican.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
cao.gov,Executive,General Services Administration,Office of GSA IT,TRUE
cbca.gov,Executive,General Services Administration,Civilian Board of Contract Appeals,TRUE
cdo.gov,Executive,General Services Administration,,TRUE
cfo.gov,Executive,General Services Administration,Office of GSA IT,TRUE
challenge.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
cio.gov,Executive,General Services Administration,"GSA, CIO.GOV",TRUE
citizenscience.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
cloud.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
code.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
coffa.gov,Executive,General Services Administration,Office of Governmentwide Policy,TRUE
computersforlearning.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
consumeraction.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
contractdirectory.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
councils.gov,Executive,General Services Administration,Office of Governmentwide Policy,TRUE
cpars.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
data.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
digitaldashboard.gov,Executive,General Services Administration,Office of GSA IT,TRUE
digital.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
digitalgov.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
ecpic.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
esrs.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
evaluation.gov,Executive,General Services Administration,Office of Governmentwide Policy,TRUE
facadatabase.gov,Executive,General Services Administration,Office of GSA IT,TRUE
faca.gov,Executive,General Services Administration,Office of GSA IT,TRUE
fac.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
fai.gov,Executive,General Services Administration,Office of GSA IT,TRUE
fapiis.gov,Executive,General Services Administration,Office of GSA IT,TRUE
fbf.gov,Executive,General Services Administration,Office of GSA IT,TRUE
fbo.gov,Executive,General Services Administration,Office of GSA IT,TRUE
fcsm.gov,Executive,General Services Administration,,TRUE
fdms.gov,Executive,General Services Administration,Office of GSA IT,TRUE
fedidcard.gov,Executive,General Services Administration,Office of GSA IT,TRUE
fedinfo.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
fedramp.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
fedrooms.gov,Executive,General Services Administration,Office of GSA IT,TRUE
firstgov.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
fleet.gov,Executive,General Services Administration,,TRUE
fmi.gov,Executive,General Services Administration,Office of GSA IT,TRUE
forms.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
fpc.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
fpds.gov,Executive,General Services Administration,Office of GSA IT,TRUE
fpki.gov,Executive,General Services Administration,Office of GSA IT,TRUE
fpki-lab.gov,Executive,General Services Administration,Office of GSA IT,TRUE
fsd.gov,Executive,General Services Administration,Office of GSA IT,TRUE
fsrs.gov,Executive,General Services Administration,Office of GSA IT,TRUE
gobiernousa.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
go.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
govloans.gov,Executive,General Services Administration,,TRUE
gsaadvantage.gov,Executive,General Services Administration,Office of GSA IT,TRUE
gsaauctions.gov,Executive,General Services Administration,Office of GSA IT,TRUE
gsafleet.gov,Executive,General Services Administration,,TRUE
gsa.gov,Executive,General Services Administration,Office of GSA IT,TRUE
gsaig.gov,Executive,General Services Administration,Office of Inspector General,TRUE
gsatest2.gov,Executive,General Services Administration,Office of GSA IT,TRUE
identitysandbox.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
idmanagement.gov,Executive,General Services Administration,Office of GSA IT,TRUE
info.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
innovation.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
itdashboard.gov,Executive,General Services Administration,Office of Governmentwide Policy,TRUE
kids.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
login.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
madeinamerica.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
ncmms.gov,Executive,General Services Administration,Office of GSA IT,TRUE
notify.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
paymentaccuracy.gov,Executive,General Services Administration,,TRUE
performance.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
pic.gov,Executive,General Services Administration,Office of GSA IT,TRUE
pif.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
pki.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
pki-lab.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
plainlanguage.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
ppms.gov,Executive,General Services Administration,,TRUE
presidentialinnovationfellows.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
ptt.gov,Executive,General Services Administration,Office of GSA IT,TRUE
realestatesales.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
realpropertyprofile.gov,Executive,General Services Administration,Office of GSA IT,TRUE
reginfo.gov,Executive,General Services Administration,Office of GSA IT,TRUE
regulations.gov,Executive,General Services Administration,Office of GSA IT,TRUE
reporting.gov,Executive,General Services Administration,Office of GSA IT,TRUE
rocis.gov,Executive,General Services Administration,Office of GSA IT,TRUE
rpa.gov,Executive,General Services Administration,,TRUE
sam.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
sbst.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
search.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
section508.gov,Executive,General Services Administration,Office of GSA IT,TRUE
sftool.gov,Executive,General Services Administration,Office of GSA IT,TRUE
statspolicy.gov,Executive,General Services Administration,,TRUE
thenamingcommission.gov,Executive,General Services Administration,The Confederate Base Naming Commission,TRUE
usability.gov,Executive,General Services Administration,,TRUE
usa.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
usagov.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
usai.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
us.gov,Executive,General Services Administration,Federal Acquisition Service,TRUE
ussm.gov,Executive,General Services Administration,Office of Governmentwide Policy,TRUE
ata.gov,Executive,.gov Administration,.gov Administration,TRUE
dns.gov,Executive,.gov Administration,Infrastructure Commission,TRUE
domainops.gov,Executive,.gov Administration,Council of Test Administration,TRUE
dotgov.gov,Executive,.gov Administration,Infrastructure Commission,TRUE
ecfc.gov,Executive,.gov Administration,.gov Administration,TRUE
erpo.gov,Executive,.gov Administration,.gov Administration,TRUE
fraho.gov,Executive,.gov Administration,.gov Administration,TRUE
igorville.gov,Executive,.gov Administration,Council of Test Administration,TRUE
jpo.gov,Executive,.gov Administration,.gov Administration,TRUE
lfs.gov,Executive,.gov Administration,.gov Administration,TRUE
nic.gov,Executive,.gov Administration,Infrastructure Commission,TRUE
nrpo.gov,Executive,.gov Administration,.gov Administration,TRUE
ns.gov,Executive,.gov Administration,Infrastructure Commission,TRUE
osdls.gov,Executive,.gov Administration,.gov Administration,TRUE
owc.gov,Executive,.gov Administration,.gov Administration,TRUE
psd.gov,Executive,.gov Administration,.gov Administration,TRUE
psup.gov,Executive,.gov Administration,.gov Administration,TRUE
pubservices.gov,Executive,.gov Administration,.gov Administration,TRUE
rpo.gov,Executive,.gov Administration,.gov Administration,TRUE
restorethegulf.gov,Executive,Gulf Coast Ecosystem Restoration Council,,TRUE
truman.gov,Executive,Harry S Truman Scholarship Foundation,,TRUE
imls.gov,Executive,Institute of Museum and Library Services,,TRUE
informationliteracy.gov,Executive,Institute of Museum and Library Services,,TRUE
pcah.gov,Executive,Institute of Museum and Library Services,,TRUE
iaf.gov,Executive,Inter-American Foundation,,TRUE
usitc.gov,Executive,International Trade Commission,,TRUE
usitcoig.gov,Executive,International Trade Commission,,TRUE
jamesmadison.gov,Executive,James Madison Memorial Fellowship Foundation,,TRUE
jusfc.gov,Executive,Japan-United States Friendship Commission,,TRUE
kennedy-center.gov,Executive,John F. Kennedy Center for the Performing Arts,,TRUE
lsc.gov,Executive,Legal Services Corporation,,TRUE
mmc.gov,Executive,Marine Mammal Commission,,TRUE
mspb.gov,Executive,Merit Systems Protection Board,,TRUE
mcc.gov,Executive,Millennium Challenge Corporation,,TRUE
mcctest.gov,Executive,Millennium Challenge Corporation,,TRUE
ecr.gov,Executive,Morris K. Udall and Stewart L. Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,TRUE
udall.gov,Executive,Morris K. Udall and Stewart L. Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,TRUE
earth.gov,Executive,National Aeronautics and Space Administration,NASA Earth Science Division,TRUE
globe.gov,Executive,National Aeronautics and Space Administration,NASA Science Data Systems Branch,TRUE
nasa.gov,Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
scijinks.gov,Executive,National Aeronautics and Space Administration,Jet Propulsion Lab Communications and Education Directorate,TRUE
usgeo.gov,Executive,National Aeronautics and Space Administration,Langley Research Center,TRUE
9-11commission.gov,Executive,National Archives and Records Administration,,TRUE
911commission.gov,Executive,National Archives and Records Administration,,TRUE
archives.gov,Executive,National Archives and Records Administration,,TRUE
bidenlibrary.gov,Executive,National Archives and Records Administration,,TRUE
bidenwhitehouse.gov,Executive,National Archives and Records Administration,,TRUE
bush41library.gov,Executive,National Archives and Records Administration,,TRUE
clintonlibrary.gov,Executive,National Archives and Records Administration,,TRUE
d250.gov,Executive,National Archives and Records Administration,,TRUE
dd214.gov,Executive,National Archives and Records Administration,,TRUE
declaration250.gov,Executive,National Archives and Records Administration,,TRUE
eisenhowerlibrary.gov,Executive,National Archives and Records Administration,,TRUE
emergency-federal-register.gov,Executive,National Archives and Records Administration,,TRUE
fcic.gov,Executive,National Archives and Records Administration,,TRUE
fordlibrarymuseum.gov,Executive,National Archives and Records Administration,,TRUE
frc.gov,Executive,National Archives and Records Administration,,TRUE
georgewbushlibrary.gov,Executive,National Archives and Records Administration,,TRUE
history.gov,Executive,National Archives and Records Administration,,TRUE
jfklibrary.gov,Executive,National Archives and Records Administration,,TRUE
jimmycarterlibrary.gov,Executive,National Archives and Records Administration,,TRUE
lbjlibrary.gov,Executive,National Archives and Records Administration,,TRUE
nara.gov,Executive,National Archives and Records Administration,,TRUE
nixonlibrary.gov,Executive,National Archives and Records Administration,,TRUE
obamalibrary.gov,Executive,National Archives and Records Administration,,TRUE
obamawhitehouse.gov,Executive,National Archives and Records Administration,,TRUE
ourdocuments.gov,Executive,National Archives and Records Administration,,TRUE
reaganlibrary.gov,Executive,National Archives and Records Administration,,TRUE
recordsmanagement.gov,Executive,National Archives and Records Administration,,TRUE
trumanlibrary.gov,Executive,National Archives and Records Administration,,TRUE
trumplibrary.gov,Executive,National Archives and Records Administration,,TRUE
trumpwhitehouse.gov,Executive,National Archives and Records Administration,,TRUE
wartimecontracting.gov,Executive,National Archives and Records Administration,,TRUE
webharvest.gov,Executive,National Archives and Records Administration,,TRUE
ncpc.gov,Executive,National Capital Planning Commission,,TRUE
ncd.gov,Executive,National Council on Disability,,TRUE
mycreditunion.gov,Executive,National Credit Union Administration,,TRUE
ncua.gov,Executive,National Credit Union Administration,,TRUE
arts.gov,Executive,National Endowment for the Arts,Office of Information and Technology Management,TRUE
nea.gov,Executive,National Endowment for the Arts,Office of Information and Technology Management,TRUE
humanities.gov,Executive,National Endowment for the Humanities,Office of Information Resources Management,TRUE
neh.gov,Executive,National Endowment for the Humanities,Office of Information Resources Management,TRUE
nga.gov,Executive,National Gallery of Art,,TRUE
nlrb.gov,Executive,National Labor Relations Board,,TRUE
nmb.gov,Executive,National Mediation Board,,TRUE
arctic.gov,Executive,National Science Foundation,U.S. Arctic Research Commission,TRUE
nsf.gov,Executive,National Science Foundation,,TRUE
research.gov,Executive,National Science Foundation,,TRUE
sac.gov,Executive,National Science Foundation,,TRUE
usap.gov,Executive,National Science Foundation,,TRUE
nscai.gov,Executive,National Security Commission on Artificial Intelligence,National Security Commission on Artificial Intelligence,TRUE
ntsb.gov,Executive,National Transportation Safety Board,,TRUE
nbrc.gov,Executive,Northern Border Regional Commission,,TRUE
nrc-gateway.gov,Executive,Nuclear Regulatory Commission,,TRUE
nrc.gov,Executive,Nuclear Regulatory Commission,,TRUE
oshrc.gov,Executive,Occupational Safety and Health Review Commission,,TRUE
integrity.gov,Executive,Office of Government Ethics,,TRUE
oge.gov,Executive,Office of Government Ethics,,TRUE
applicationmanager.gov,Executive,Office of Personnel Management,,TRUE
benefeds.gov,Executive,Office of Personnel Management,,TRUE
chcoc.gov,Executive,Office of Personnel Management,,TRUE
cybercareers.gov,Executive,Office of Personnel Management,,TRUE
employeeexpress.gov,Executive,Office of Personnel Management,,TRUE
e-qip.gov,Executive,Office of Personnel Management,,TRUE
feb.gov,Executive,Office of Personnel Management,,TRUE
federaljobs.gov,Executive,Office of Personnel Management,,TRUE
fedjobs.gov,Executive,Office of Personnel Management,,TRUE
fedshirevets.gov,Executive,Office of Personnel Management,,TRUE
fegli.gov,Executive,Office of Personnel Management,,TRUE
fsafeds.gov,Executive,Office of Personnel Management,,TRUE
givecfc.gov,Executive,Office of Personnel Management,,TRUE
golearn.gov,Executive,Office of Personnel Management,,TRUE
governmentjobs.gov,Executive,Office of Personnel Management,,TRUE
ltcfeds.gov,Executive,Office of Personnel Management,,TRUE
opm.gov,Executive,Office of Personnel Management,,TRUE
pac.gov,Executive,Office of Personnel Management,,TRUE
pmf.gov,Executive,Office of Personnel Management,,TRUE
telework.gov,Executive,Office of Personnel Management,,TRUE
unlocktalent.gov,Executive,Office of Personnel Management,,TRUE
usajobs.gov,Executive,Office of Personnel Management,,TRUE
usalearning.gov,Executive,Office of Personnel Management,,TRUE
usastaffing.gov,Executive,Office of Personnel Management,,TRUE
osc.gov,Executive,Office of Special Counsel,,TRUE
oscnet.gov,Executive,Office of Special Counsel,,TRUE
ce-ncsc.gov,Executive,Office of the Director of National Intelligence,,TRUE
dni.gov,Executive,Office of the Director of National Intelligence,,TRUE
iarpa.gov,Executive,Office of the Director of National Intelligence,,TRUE
iarpa-ideas.gov,Executive,Office of the Director of National Intelligence,,TRUE
icjointduty.gov,Executive,Office of the Director of National Intelligence,,TRUE
intel.gov,Executive,Office of the Director of National Intelligence,,TRUE
intelink.gov,Executive,Office of the Director of National Intelligence,,TRUE
intelligence.gov,Executive,Office of the Director of National Intelligence,,TRUE
ise.gov,Executive,Office of the Director of National Intelligence,,TRUE
ncix.gov,Executive,Office of the Director of National Intelligence,,TRUE
ncsc.gov,Executive,Office of the Director of National Intelligence,,TRUE
nctc.gov,Executive,Office of the Director of National Intelligence,,TRUE
odni.gov,Executive,Office of the Director of National Intelligence,,TRUE
osis.gov,Executive,Office of the Director of National Intelligence,,TRUE
ugov.gov,Executive,Office of the Director of National Intelligence,,TRUE
peacecorps.gov,Executive,Peace Corps,,TRUE
peacecorpsoig.gov,Executive,Peace Corps,,TRUE
techcorps.gov,Executive,Peace Corps,,TRUE
pbgc.gov,Executive,Pension Benefit Guaranty Corporation,,TRUE
prc.gov,Executive,Postal Regulatory Commission,,TRUE
presidiocommercial.gov,Executive,Presidio Trust,,TRUE
presidio.gov,Executive,Presidio Trust,,TRUE
presidiotrust.gov,Executive,Presidio Trust,,TRUE
presidiotunneltops.gov,Executive,Presidio Trust,,TRUE
pclob.gov,Executive,Privacy and Civil Liberties Oversight Board,,TRUE
pbrb.gov,Executive,Public Buildings Reform Board,,TRUE
rrb.gov,Executive,Railroad Retirement Board,,TRUE
investor.gov,Executive,Securities and Exchange Commission,,TRUE
sec.gov,Executive,Securities and Exchange Commission,,TRUE
sss.gov,Executive,Selective Service System,,TRUE
business.gov,Executive,Small Business Administration,,TRUE
nwbc.gov,Executive,Small Business Administration,,TRUE
sba.gov,Executive,Small Business Administration,,TRUE
sbir.gov,Executive,Small Business Administration,,TRUE
segurosocial.gov,Executive,Social Security Administration,,TRUE
socialsecurity.gov,Executive,Social Security Administration,,TRUE
ssa.gov,Executive,Social Security Administration,,TRUE
ssab.gov,Executive,Social Security Advisory Board,,TRUE
scrc.gov,Executive,Southeast Crescent Regional Commission,,TRUE
sbrc.gov,Executive,Southwest Border Regional Commission,,TRUE
sji.gov,Executive,State Justice Institute,,TRUE
stb.gov,Executive,Surface Transportation Board,,TRUE
tva.gov,Executive,Tennessee Valley Authority,,TRUE
tvaoig.gov,Executive,Tennessee Valley Authority,,TRUE
ustda.gov,Executive,Trade And Development Agency,,TRUE
abilityone.gov,Executive,United States AbilityOne Commission,Committee for Purchase From People Who Are Blind or Severely Disabled,TRUE
jwod.gov,Executive,United States AbilityOne Commission,Committee for Purchase From People Who Are Blind or Severely Disabled,TRUE
adf.gov,Executive,United States African Development Foundation,African Development Foundation,TRUE
usadf.gov,Executive,United States African Development Foundation,African Development Foundation,TRUE
bbg.gov,Executive,United States Agency for Global Media,,TRUE
ibab.gov,Executive,United States Agency for Global Media,,TRUE
ibb.gov,Executive,United States Agency for Global Media,,TRUE
ocb.gov,Executive,United States Agency for Global Media,,TRUE
usagm.gov,Executive,United States Agency for Global Media,,TRUE
voa.gov,Executive,United States Agency for Global Media,VOA,TRUE
globalchange.gov,Executive,United States Global Change Research Program,U.S. Global Change Research Program,TRUE
ipcc-wg3.gov,Executive,United States Global Change Research Program,U.S. Global Change Research Program,TRUE
usgcrp.gov,Executive,United States Global Change Research Program,U.S. Global Change Research Program,TRUE
ushmm.gov,Executive,United States Holocaust Memorial Museum,United States Holocaust Memorial Museum,TRUE
usip.gov,Executive,United States Institute of Peace,,TRUE
dfc.gov,Executive,United States International Development Finance Corporation,,TRUE
idfc.gov,Executive,United States International Development Finance Corporation,,TRUE
opic.gov,Executive,United States International Development Finance Corporation,,TRUE
usdfc.gov,Executive,United States International Development Finance Corporation,,TRUE
usidfc.gov,Executive,United States International Development Finance Corporation,,TRUE
changeofaddress.gov,Executive,United States Postal Service,,TRUE
mail.gov,Executive,United States Postal Service,,TRUE
myusps.gov,Executive,United States Postal Service,,TRUE
postoffice.gov,Executive,United States Postal Service,,TRUE
